key,locale,package,origin_text,text
announcement::permission.can_create_announcement_desc,es,metafox/announcement,,
announcement::permission.can_create_announcement_label,es,metafox/announcement,"Can create announcements?",
announcement::permission.can_delete_announcement_desc,es,metafox/announcement,,
announcement::permission.can_delete_announcement_label,es,metafox/announcement,"Can close the Announcements block on the Dashboard?",
announcement::permission.can_hide_announcement_desc,es,metafox/announcement,,
announcement::permission.can_hide_announcement_label,es,metafox/announcement,"Can hide announcements?",
announcement::permission.can_like_announcement_desc,es,metafox/announcement,,
announcement::permission.can_like_announcement_label,es,metafox/announcement,"Can like announcements?",
announcement::permission.can_moderate_announcement_desc,es,metafox/announcement,,
announcement::permission.can_moderate_announcement_label,es,metafox/announcement,"Can moderate announcements?",
announcement::permission.can_update_announcement_desc,es,metafox/announcement,,
announcement::permission.can_update_announcement_label,es,metafox/announcement,"Can update announcements?",
announcement::permission.can_view_announcement_desc,es,metafox/announcement,,
announcement::permission.can_view_announcement_label,es,metafox/announcement,"Can browse and view announcements?",
announcement::phrase.add_an_announcement,es,metafox/announcement,"Add An Announcement",
announcement::phrase.all_roles,es,metafox/announcement,"All Roles",
announcement::phrase.announcement,es,metafox/announcement,Announcement,
announcement::phrase.announcement_content,es,metafox/announcement,"Announcement Content",
announcement::phrase.announcement_created_successfully,es,metafox/announcement,"Announcement has been created successfully",
announcement::phrase.announcement_deleted_successfully,es,metafox/announcement,"Announcement deleted successfully.",
announcement::phrase.announcement_roles,es,metafox/announcement,"Applicable Roles",
announcement::phrase.announcement_style,es,metafox/announcement,Style,
announcement::phrase.announcement_updated_successfully,es,metafox/announcement,"Announcement has been updated successfully",
announcement::phrase.can_be_closed,es,metafox/announcement,"Can Be Closed?",
announcement::phrase.captcha_on_create_announcement,es,metafox/announcement,"Enable CAPTCHA challenge when adding a new annoucement",
announcement::phrase.content_in_language,es,metafox/announcement,"Announcement Content in {language}",
announcement::phrase.create_announcement,es,metafox/announcement,"New Announcement",
announcement::phrase.created_date,es,metafox/announcement,"Created Date",
announcement::phrase.created_from,es,metafox/announcement,"Created From",
announcement::phrase.created_to,es,metafox/announcement,"Created To",
announcement::phrase.delete_confirm,es,metafox/announcement,"Are you sure you want to permanently delete this announcement?",
announcement::phrase.display_options,es,metafox/announcement,"Display Options",
announcement::phrase.edit_announcement,es,metafox/announcement,"Edit Announcement",
announcement::phrase.intro_in_language,es,metafox/announcement,"Intro in {language}",
announcement::phrase.manage_announcements,es,metafox/announcement,"Manage Announcements",
announcement::phrase.marked_as_read_successfully,es,metafox/announcement,"Marked as Read Successfully.",
announcement::phrase.new_announcement,es,metafox/announcement,"New Announcement",
announcement::phrase.permissions,es,metafox/announcement,Permissions,
announcement::phrase.start_date,es,metafox/announcement,"Start Date",
announcement::phrase.start_from,es,metafox/announcement,"Start From",
announcement::phrase.start_time,es,metafox/announcement,"Start Time",
announcement::phrase.start_to,es,metafox/announcement,"Start To",
announcement::phrase.subject_in_language,es,metafox/announcement,"Subject in {language}",
announcement::phrase.target_viewers,es,metafox/announcement,"Target Viewers",
announcement::validation.the_field_is_not_numeric,es,metafox/announcement,"The field :field is not valid",
announcement::web.announcement,es,metafox/announcement,Announcement,
announcement::web.announcements,es,metafox/announcement,Announcements,
announcement::web.i_have_read_this,es,metafox/announcement,"I have read this",
announcement::web.mark_as_read,es,metafox/announcement,"Mark as Read",
announcement::web.number_user,es,metafox/announcement,"{ value, plural, =1{# user} other{# users} }",
announcement::web.read_by,es,metafox/announcement,"Read by",
app::phrase.active,es,metafox/app,Active,
app::phrase.active_package_confirm_desc,es,metafox/app,"Are you sure to activate this package?",
app::phrase.app,es,metafox/app,App,
app::phrase.author,es,metafox/app,Author,
app::phrase.author_homepage,es,metafox/app,"Home Page",
app::phrase.author_name,es,metafox/app,"Author Name",
app::phrase.base_language,es,metafox/app,Language,
app::phrase.create_language_package,es,metafox/app,"Add New Language",
app::phrase.delete,es,metafox/app,Delete,
app::phrase.delete_package_confirm,es,metafox/app,"Are you sure to delete this app?",
app::phrase.expired_at,es,metafox/app,Expired,
app::phrase.export,es,metafox/app,Export,
app::phrase.find_more,es,metafox/app,"Find More",
app::phrase.icon,es,metafox/app,Icon,
app::phrase.import_app,es,metafox/app,"Import App",
app::phrase.import_package,es,metafox/app,,
app::phrase.inactive,es,metafox/app,Inactive,
app::phrase.inactive_package_confirm_desc,es,metafox/app,"Are you sure to inactive this package?",
app::phrase.install,es,metafox/app,Install,
app::phrase.install_package_confirm_desc,es,metafox/app,"Are you sure to install this app?",
app::phrase.is_active,es,metafox/app,"Is Active",
app::phrase.is_core,es,metafox/app,"Is Core",
app::phrase.language,es,metafox/app,Language,
app::phrase.language_code,es,metafox/app,"Language Code",
app::phrase.latest_version,es,metafox/app,"Latest Version",
app::phrase.name,es,metafox/app,Name,
app::phrase.new_app,es,metafox/app,"New App",
app::phrase.new_language,es,metafox/app,"New Language",
app::phrase.package_actived_successfully,es,metafox/app,"App was activated successfully.",
app::phrase.package_deleted_successfully,es,metafox/app,"App was deleted successfully.",
app::phrase.package_imported_successfully,es,metafox/app,"App was imported successfully.",
app::phrase.package_inactived_successfully,es,metafox/app,"App was deactivated successfully.",
app::phrase.package_installed_successfully,es,metafox/app,"App was installed successfully.",
app::phrase.package_uninstalled_successfully,es,metafox/app,"App was uninstalled successfully.",
app::phrase.pricing_type,es,metafox/app,"Pricing Type",
app::phrase.purchased,es,metafox/app,Purchased,
app::phrase.resource_name,es,metafox/app,Resource,
app::phrase.uninstall,es,metafox/app,Uninstall,
app::phrase.uninstall_package_confirm,es,metafox/app,"Are you sure to uninstall this package?",
app::phrase.upgrade,es,metafox/app,,
app::phrase.vendor_name_desc,es,metafox/app,"Vendor's name, for example, phpFox.",
app::phrase.version,es,metafox/app,Version,
app::seo.app_store_product,es,metafox/app,"Store Products",
app::seo.app_store_product_desription,es,metafox/app,,
app::seo.app_store_product_heading,es,metafox/app,,
app::seo.app_store_product_keywords,es,metafox/app,,
auth.failed,es,metafox/core,"These credentials do not match our records.",
authorization::permission.can_manage_user_permission_desc,es,metafox/authorization,,
authorization::permission.can_manage_user_permission_label,es,metafox/authorization,"Can manage user permissions?",
authorization::permission.can_manage_user_role_desc,es,metafox/authorization,,
authorization::permission.can_manage_user_role_label,es,metafox/authorization,"Can manage user roles?",
authorization::phrase.add_new_role,es,metafox/authorization,"Add New Role",
authorization::phrase.browse_device,es,metafox/authorization,"User Devices",
authorization::phrase.create_role,es,metafox/authorization,,
authorization::phrase.delete_completely,es,metafox/authorization,"Delete completely",
authorization::phrase.delete_option_is_a_required_field,es,metafox/authorization,"Delete Option is a required field.",
authorization::phrase.device_id,es,metafox/authorization,"Device ID",
authorization::phrase.device_platform,es,metafox/authorization,"Device Platform",
authorization::phrase.device_removed_successfully,es,metafox/authorization,"Device removed successfully.",
authorization::phrase.device_token,es,metafox/authorization,"Device Token",
authorization::phrase.device_uid,es,metafox/authorization,"Device UID",
authorization::phrase.edit_device,es,metafox/authorization,"Edit Device",
authorization::phrase.new_device,es,metafox/authorization,"New Device",
authorization::phrase.new_role,es,metafox/authorization,"New Role",
authorization::phrase.relocate_users_who_belong_to_it_to_another_role,es,metafox/authorization,"Relocate users who belong to it to another role",
authorization::phrase.remove_device,es,metafox/authorization,"Remove Device",
authorization::phrase.role,es,metafox/authorization,Role,
authorization::phrase.roles,es,metafox/authorization,Roles,
authorization::phrase.user_devices,es,metafox/authorization,"User Devices",
authorization::phrase.you_have_two_options_when_deleting_a_role,es,metafox/authorization,"You have two options when deleting a role:",
auth.password,es,metafox/core,"The provided password is incorrect.",
auth.throttle,es,metafox/core,"Too many login attempts. Please try again in :seconds seconds.",
backgroundstatus::phrase.background_status,es,metafox/background-status,"Background Status",
backgroundstatus::validation.background_collection_already_deleted,es,metafox/background-status,"Background collection has been already deleted.",
backgroundstatus::validation.cant_action_default_background_collection,es,metafox/background-status,"Cannot :action default background collection",
backgroundstatus::web.more_background_status,es,metafox/background-status,"More Backgrounds",
backgroundstatus::web.remove_background_status,es,metafox/background-status,"Remove Background",
backgroundstatus::web.select_background_status,es,metafox/background-status,"Select Background",
backup::phrase.backup,es,metafox/backup,Backup,
backup::phrase.backup_histories,es,metafox/backup,"Backup Histories",
backup::phrase.backup_now,es,metafox/backup,"Backup Now",
backup::phrase.backup_setting,es,metafox/backup,,
backup::phrase.backup_strategy_guide,es,metafox/backup,"The strategy that will be used to cleanup old backups. The default strategy will keep all backups for a certain amount of days. 
After that period only a daily backup will be kept. After that period only weekly backups will        be kept and so on.

No matter how you configure it the default strategy will never delete the newest backup.",
backup::phrase.browse_file,es,metafox/backup,,
backup::phrase.browse_list,es,metafox/backup,,
backup::phrase.created_at,es,metafox/backup,"Created at",
backup::phrase.create_file,es,metafox/backup,,
backup::phrase.delete_oldest_backups_when_using_more_megabytes_than,es,metafox/backup,"Delete oldest backups when using more megabytes than",
backup::phrase.download,es,metafox/backup,Download,
backup::phrase.filename,es,metafox/backup,Filename,
backup::phrase.files,es,metafox/backup,Files,
backup::phrase.filesize,es,metafox/backup,Filesize,
backup::phrase.keep_all_backups_for_days,es,metafox/backup,"Keep all backups for days",
backup::phrase.keep_daily_backups_for_days,es,metafox/backup,"Keep daily backups for days",
backup::phrase.keep_monthly_backups_for_months,es,metafox/backup,"Keep monthly backups for months",
backup::phrase.keep_weekly_backups_for_weeks,es,metafox/backup,"Keep weekly backups for weeks",
backup::phrase.keep_yearly_backups_for_years,es,metafox/backup,"Keep yearly backups for years",
backup::seo.wizard,es,metafox/backup,,
blog::mail.user_reacted_to_your_blog_subject,es,metafox/blog,":user reacted to your blog: :title.",
blog::permission.blog_approve,es,metafox/blog,"Can approve blogs?",
blog::permission.blog_auto_approved,es,metafox/blog,"Automatically approve blogs of users having this role?",
blog::permission.blog_create,es,metafox/blog,"Can add blogs?",
blog::permission.blog_delete,es,metafox/blog,"Can delete their own blogs?",
blog::permission.blog_feature,es,metafox/blog,"Can feature blogs?",
blog::permission.blog_moderate,es,metafox/blog,"Can moderate blogs?",
blog::permission.blog_sponsor,es,metafox/blog,"Can sponsor blogs?",
blog::permission.blog_update,es,metafox/blog,"Can edit their own blogs?",
blog::permission.blog_view,es,metafox/blog,"Can view blogs?",
blog::permission.blog_viewAny,es,metafox/blog,"Can browse blog?",
blog::permission.can_approve_blog_desc,es,metafox/blog,,
blog::permission.can_approve_blog_label,es,metafox/blog,"Can approve blogs?",
blog::permission.can_auto_approved_blog_desc,es,metafox/blog,,
blog::permission.can_auto_approved_blog_label,es,metafox/blog,"Automatically approve blogs of users having this role?",
blog::permission.can_comment_blog_desc,es,metafox/blog,,
blog::permission.can_comment_blog_label,es,metafox/blog,"Can comment on blogs?",
blog::permission.can_create_blog_desc,es,metafox/blog,,
blog::permission.can_create_blog_label,es,metafox/blog,"Can add blogs?",
blog::permission.can_delete_blog_desc,es,metafox/blog,,
blog::permission.can_delete_blog_label,es,metafox/blog,"Can delete their own blogs?",
blog::permission.can_feature_blog_desc,es,metafox/blog,,
blog::permission.can_feature_blog_label,es,metafox/blog,"Can feature blogs?",
blog::permission.can_flood_control_blog_desc,es,metafox/blog,"Setting it to ""0"" (without quotes) is default and users will not have to wait.",
blog::permission.can_flood_control_blog_label,es,metafox/blog,"How many minutes should a user wait before they can submit another blog?",
blog::permission.can_like_blog_desc,es,metafox/blog,,
blog::permission.can_like_blog_label,es,metafox/blog,"Can like blogs?",
blog::permission.can_moderate_blog_desc,es,metafox/blog,,
blog::permission.can_moderate_blog_label,es,metafox/blog,"Can moderate blogs?",
blog::permission.can_purchase_sponsor_blog_desc,es,metafox/blog,,
blog::permission.can_purchase_sponsor_blog_label,es,metafox/blog,"Can sponsor blogs without paying sponsor fee?",
blog::permission.can_quota_control_blog_desc,es,metafox/blog,"Define the total number of blogs a user within this user group can create. Notice: Setting this value to 0 will allow them to create an unlimited amount of blogs.",
blog::permission.can_quota_control_blog_label,es,metafox/blog,"Maximum number of blogs",
blog::permission.can_report_blog_desc,es,metafox/blog,,
blog::permission.can_report_blog_label,es,metafox/blog,"Can report blogs?",
blog::permission.can_save_blog_desc,es,metafox/blog,,
blog::permission.can_save_blog_label,es,metafox/blog,"Can save blogs?",
blog::permission.can_share_blog_desc,es,metafox/blog,,
blog::permission.can_share_blog_label,es,metafox/blog,"Can share blogs?",
blog::permission.can_sponsor_blog_desc,es,metafox/blog,,
blog::permission.can_sponsor_blog_label,es,metafox/blog,"Can sponsor blogs?",
blog::permission.can_sponsor_in_feed_blog_desc,es,metafox/blog,,
blog::permission.can_sponsor_in_feed_blog_label,es,metafox/blog,"Can sponsor blogs in feed without paying sponsor fee?",
blog::permission.can_update_blog_desc,es,metafox/blog,,
blog::permission.can_update_blog_label,es,metafox/blog,"Can edit own blogs?",
blog::permission.can_view_any_blog_desc,es,metafox/blog,,
blog::permission.can_view_any_blog_label,es,metafox/blog,"Can browse and view all blogs?",
blog::permission.can_view_blog_desc,es,metafox/blog,,
blog::permission.can_view_blog_label,es,metafox/blog,"Can browse and view blogs?",
blog::phrase.add_category,es,metafox/blog,"Add Category",
blog::phrase.added_a_blog,es,metafox/blog,"added a blog",
blog::phrase.add_new_blog,es,metafox/blog,"Add New Blog",
blog::phrase.add_some_content_to_your_blog,es,metafox/blog,"Add some content to your blog",
blog::phrase.all_blogs,es,metafox/blog,"All Blogs",
blog::phrase.already_saved_blog_as_draft,es,metafox/blog,"Already saved blog as draft",
blog::phrase.app_name,es,metafox/blog,Blog,
blog::phrase.approve,es,metafox/blog,Approve,
blog::phrase.blog,es,metafox/blog,"Blog ",
blog::phrase.blog_already_approve,es,metafox/blog,"Blog has already been approved.",
blog::phrase.blog_approved_successfully_notification,es,metafox/blog,"An admin approved your Blog.",
blog::phrase.blog_default_category,es,metafox/blog,"Blog Default Category",
blog::phrase.blog_default_category_description,es,metafox/blog,"This setting will control the category which items shall belongs to when no category is assigned to them.",
blog::phrase.blog_deleted_successfully,es,metafox/blog,"Blog has been deleted successfully.",
blog::phrase.blog_featured_successfully,es,metafox/blog,"Blog has been featured successfully",
blog::phrase.blog_global_search_label,es,metafox/blog,Blogs,
blog::phrase.blog_has_been_approved,es,metafox/blog,"Blog has been approved",
blog::phrase.blog_label_saved,es,metafox/blog,Blog,
blog::phrase.blog_notification_type,es,metafox/blog,"Blog Notifications",
blog::phrase.blog_published_successfully,es,metafox/blog,"Blog has been published successfully",
blog::phrase.blogs,es,metafox/blog,Blogs,
blog::phrase.blog_stat_label,es,metafox/blog,Blogs,
blog::phrase.blog_type,es,metafox/blog,"Blog Type",
blog::phrase.blog_unfeatured_successfully,es,metafox/blog,"Blog has been unfeatured successfully",
blog::phrase.blog_was_deleted_successfully,es,metafox/blog,"Blog was deleted successfully",
blog::phrase.blog_was_updated_successfully,es,metafox/blog,"Blog has been updated successfully",
blog::phrase.browse_blogs_you_like_to_read,es,metafox/blog,"Browse blogs you like to read.",
blog::phrase.cant_create_blog,es,metafox/blog,"Cannot create blog",
blog::phrase.cant_create_blog_category,es,metafox/blog,"Cannot create blog category",
blog::phrase.cant_delete_blog,es,metafox/blog,"Cannot delete blog",
blog::phrase.cant_delete_blog_category,es,metafox/blog,"Cannot delete blog category",
blog::phrase.cant_feature_blog,es,metafox/blog,"Cannot feature blog",
blog::phrase.cant_sponsor_blog,es,metafox/blog,"Cannot sponsor blog",
blog::phrase.cant_un_feature_blog,es,metafox/blog,"Cannot unfeature blog",
blog::phrase.cant_un_sponsor_blog,es,metafox/blog,"Cannot unsponsor blog",
blog::phrase.cant_update_blog,es,metafox/blog,"Cannot update blog",
blog::phrase.cant_update_blog_category,es,metafox/blog,"Cannot update blog category",
blog::phrase.captcha_on_create_blog,es,metafox/blog,"Enable CAPTCHA challenge when adding a new blog",
blog::phrase.category,es,metafox/blog,Category,
blog::phrase.control_who_can_see_this_blog,es,metafox/blog,"Control who can see this blog",
blog::phrase.create_new_blog,es,metafox/blog,"Create New Blog",
blog::phrase.delete,es,metafox/blog,Delete,
blog::phrase.delete_confirm,es,metafox/blog,"Are you sure you want to permanently delete this blog?",
blog::phrase.delete_confirm_category,es,metafox/blog,"Are you sure you want to permanently delete this category?",
blog::phrase.edit_blog,es,metafox/blog,"Edit blog",
blog::phrase.feature,es,metafox/blog,Feature,
blog::phrase.feature_blog_confirm,es,metafox/blog,"Are you sure you want to feature this blog?",
blog::phrase.fill_in_a_title_for_your_blog,es,metafox/blog,"Fill in a title for your blog",
blog::phrase.friends_blogs,es,metafox/blog,"Friends' Blogs",
blog::phrase.home,es,metafox/blog,Home,
blog::phrase.label_menu_s,es,metafox/blog,Blogs,
blog::phrase.maximum_name_length,es,metafox/blog,"Maximum Length for Blog Title",
blog::phrase.maximum_name_length_description,es,metafox/blog,"Should be greater than ""Minimum Length for Blog Title""",
blog::phrase.minimum_name_length,es,metafox/blog,"Minimum Length for Blog Title",
blog::phrase.minimum_name_length_description,es,metafox/blog,"Should be greater than or equal to 1",
blog::phrase.my_blogs,es,metafox/blog,"My Blogs",
blog::phrase.my_draft_blogs,es,metafox/blog,"My Draft Blogs",
blog::phrase.my_pending_blogs,es,metafox/blog,"My Pending Blogs",
blog::phrase.new_blog_post,es,metafox/blog,"New Blog Post",
blog::phrase.pending_blogs,es,metafox/blog,"Pending Blogs",
blog::phrase.permissions,es,metafox/blog,Permissions,
blog::phrase.publish,es,metafox/blog,Publish,
blog::phrase.publish_blog_confirm,es,metafox/blog,"Are you sure you want to publish this draft blog?",
blog::phrase.remove_from_saved_list,es,metafox/blog,"Remove from Saved list",
blog::phrase.report,es,metafox/blog,Report,
blog::phrase.save,es,metafox/blog,Save,
blog::phrase.search_blogs,es,metafox/blog,"Search blogs",
blog::phrase.settings,es,metafox/blog,Settings,
blog::phrase.specify_how_many_points_the_user_will_receive_when_adding_a_new_blog,es,metafox/blog,"Specify how many points the user will receive when adding a new blog.",
blog::phrase.specify_how_many_points_the_user_will_receive_when_deleting_a_new_blog,es,metafox/blog,"Specify how many points the user will receive when deleting a blog.",
blog::phrase.sponsor_blog_confirm,es,metafox/blog,"Are you sure you want to sponsor this blog?",
blog::phrase.sponsor_in_feed,es,metafox/blog,"Sponsor in Feed",
blog::phrase.sponsor_this_item,es,metafox/blog,"Sponsor this item",
blog::phrase.thank_you_for_your_item_it_s_been_submitted_to_admins_for_approval,es,metafox/blog,"Thank you for your item! It's been submitted to admins for approval.",
blog::phrase.un_feature,es,metafox/blog,Unfeature,
blog::phrase.un_sponsor_in_feed,es,metafox/blog,"Unsponsor in Feed",
blog::phrase.unsponsor_this_item,es,metafox/blog,"Unsponsor this item",
blog::phrase.user_privacy.who_can_share_blogs,es,metafox/blog,"Who can create blogs?",
blog::phrase.user_privacy.who_can_view_blogs,es,metafox/blog,"Who can view/browse blogs?",
blog::phrase.you_are_posting_a_little_too_soon_dot_try_again_in_seconds,es,metafox/blog,"You are posting so frequently. Try again in :quantity seconds",
blog::seo.blog_browse_all_description,es,metafox/blog,,
blog::seo.blog_browse_all_heading,es,metafox/blog,,
blog::seo.blog_browse_all_keywords,es,metafox/blog,,
blog::seo.blog_browse_all_title,es,metafox/blog,"All Blogs",
blog::seo.blog_browse_draft_description,es,metafox/blog,,
blog::seo.blog_browse_draft_heading,es,metafox/blog,,
blog::seo.blog_browse_draft_keywords,es,metafox/blog,,
blog::seo.blog_browse_draft_title,es,metafox/blog,"My Draft Blogs",
blog::seo.blog_browse_friend_description,es,metafox/blog,,
blog::seo.blog_browse_friend_heading,es,metafox/blog,,
blog::seo.blog_browse_friend_keywords,es,metafox/blog,,
blog::seo.blog_browse_friend_title,es,metafox/blog,"Friends's Blogs",
blog::seo.blog_browse_my_pending_description,es,metafox/blog,,
blog::seo.blog_browse_my_pending_heading,es,metafox/blog,,
blog::seo.blog_browse_my_pending_keywords,es,metafox/blog,,
blog::seo.blog_browse_my_pending_title,es,metafox/blog,"My Pending Blogs",
blog::seo.blog_browse_pending_description,es,metafox/blog,,
blog::seo.blog_browse_pending_heading,es,metafox/blog,,
blog::seo.blog_browse_pending_keywords,es,metafox/blog,,
blog::seo.blog_browse_pending_title,es,metafox/blog,"Pending Blogs",
blog::seo.blog_create_description,es,metafox/blog,,
blog::seo.blog_create_heading,es,metafox/blog,,
blog::seo.blog_create_keywords,es,metafox/blog,,
blog::seo.blog_create_title,es,metafox/blog,"Add New Blog",
blog::seo.blog_edit_description,es,metafox/blog,,
blog::seo.blog_edit_heading,es,metafox/blog,,
blog::seo.blog_edit_keywords,es,metafox/blog,,
blog::seo.blog_edit_title,es,metafox/blog,"Edit Blog",
blog::seo.blog_landing_description,es,metafox/blog,,
blog::seo.blog_landing_heading,es,metafox/blog,,
blog::seo.blog_landing_keywords,es,metafox/blog,,
blog::seo.blog_landing_title,es,metafox/blog,Blogs,
blog::seo.blog_my_description,es,metafox/blog,,
blog::seo.blog_my_heading,es,metafox/blog,,
blog::seo.blog_my_keywords,es,metafox/blog,,
blog::seo.blog_my_title,es,metafox/blog,"My Blogs",
blog::seo.blog_view_detail_description,es,metafox/blog,,
blog::seo.blog_view_detail_heading,es,metafox/blog,,
blog::seo.blog_view_detail_keywords,es,metafox/blog,,
blog::seo.blog_view_detail_title,es,metafox/blog,{title},
blog::seo.group_profile_blog_description,es,metafox/blog,,
blog::seo.group_profile_blog_heading,es,metafox/blog,,
blog::seo.group_profile_blog_keywords,es,metafox/blog,,
blog::seo.group_profile_blog_title,es,metafox/blog,Blogs,
blog::seo.page_profile_blog_description,es,metafox/blog,,
blog::seo.page_profile_blog_heading,es,metafox/blog,,
blog::seo.page_profile_blog_keywords,es,metafox/blog,,
blog::seo.page_profile_blog_title,es,metafox/blog,Blogs,
blog::seo.user_profile_blog_desription,es,metafox/blog,,
blog::seo.user_profile_blog_heading,es,metafox/blog,,
blog::seo.user_profile_blog_keywords,es,metafox/blog,,
blog::seo.user_profile_blog_title,es,metafox/blog,Blogs,
blog::validation.category_is_unavailable,es,metafox/blog,"Category isn't available.",
blog::validation.maximum_name_length_description_required,es,metafox/blog,"Maximum name length must be greater than or equal to {max}",
blog::validation.minimum_name_length_description_required,es,metafox/blog,"Minimum name length must be greater than or equal to {min}",
blog::web.added_a_blog,es,metafox/blog,"{appName, select,
        feed {{
            parentType, select,
                group {added a blog in <profile>profile</profile>}
                page {posted a blog in <profile>profile</profile>}
                other {added a blog}
        }}

        other {added a blog}
    }",
blog::web.add_new_blog,es,metafox/blog,"Add new blog",
blog::web.all_blogs,es,metafox/blog,"All Blogs",
blog::web.approve,es,metafox/blog,Approve,
blog::web.blog_is_waiting_approve,es,metafox/blog,"This blog is waiting for approval",
blog::web.blogs,es,metafox/blog,Blogs,
blog::web.decline,es,metafox/blog,Decline,
blog::web.draft_tag,es,metafox/blog,[Draft],
blog::web.featured_blogs,es,metafox/blog,"Featured Blogs",
blog::web.global_search_blog_no_result,es,metafox/blog,"No blogs are found.",
blog::web.my_blogs,es,metafox/blog,"My Blogs",
blog::web.name_type_blog,es,metafox/blog,Blog,
blog::web.no_blog_found,es,metafox/blog,"No blogs are found.",
blog::web.no_blogs_found,es,metafox/blog,"No blogs are found.",
blog::web.no_landing_blog_found,es,metafox/blog,"No blogs found",
blog::web.no_my_blog_found,es,metafox/blog,"No blogs are found",
blog::web.popular_blogs,es,metafox/blog,"Popular Blogs",
blog::web.search_blogs,es,metafox/blog,"Search blogs",
broadcast::phrase.broadcast_setting,es,metafox/broadcast,,
broadcast::phrase.browse_connection,es,metafox/broadcast,,
broadcast::phrase.browse_driver,es,metafox/broadcast,,
broadcast::phrase.connections,es,metafox/broadcast,Connections,
broadcast::phrase.default_connection,es,metafox/broadcast,"Default Connection",
broadcast::phrase.default_connection_desc,es,metafox/broadcast,"Use connection to broadcast event",
broadcast::phrase.driver,es,metafox/broadcast,Driver,
broadcast::phrase.pusher_setting,es,metafox/broadcast,,
broadcast::pusher.app_id_label,es,metafox/broadcast,"Pusher App ID",
broadcast::pusher.cluster_label,es,metafox/broadcast,"Pusher Cluster",
broadcast::pusher.host_label,es,metafox/broadcast,"Pusher Host",
broadcast::pusher.key_label,es,metafox/broadcast,"Pusher Key",
broadcast::pusher.secret_label,es,metafox/broadcast,"Pusher Secret",
broadcast::pushser.pusher,es,metafox/broadcast,Pusher,
cache::dynamodb.endpoint_desc,es,metafox/cache,,
cache::dynamodb.endpoint_label,es,metafox/cache,"DynamoDB Endpoint",
cache::dynamodb.key_desc,es,metafox/cache,,
cache::dynamodb.key_label,es,metafox/cache,"DynamoDB Key",
cache::dynamodb.region_desc,es,metafox/cache,,
cache::dynamodb.region_label,es,metafox/cache,"DynamoBD Region",
cache::dynamodb.secret_desc,es,metafox/cache,,
cache::dynamodb.secret_label,es,metafox/cache,"DynamoDB Secret",
cache::dynamodb.table_desc,es,metafox/cache,,
cache::dynamodb.table_label,es,metafox/cache,"Cache Table",
cache::memcached.host_desc,es,metafox/cache,,
cache::memcached.host_label,es,metafox/cache,"Memcached Host",
cache::memcached.password_desc,es,metafox/cache,,
cache::memcached.password_label,es,metafox/cache,"Memcached Password",
cache::memcached.persistent_id_desc,es,metafox/cache,,
cache::memcached.persistent_id_label,es,metafox/cache,"Memcached Persistent ID",
cache::memcached.port_desc,es,metafox/cache,,
cache::memcached.port_label,es,metafox/cache,"Memcached Port",
cache::memcached.user_desc,es,metafox/cache,,
cache::memcached.user_label,es,metafox/cache,"Memcached Username",
cache::memcached.weight_desc,es,metafox/cache,,
cache::memcached.weight_label,es,metafox/cache,"Memcached Weight",
cache::phrase.add_new_cache,es,metafox/cache,"Add New Cache",
cache::phrase.cache,es,metafox/cache,Cache,
cache::phrase.cache_key_prefix_desc,es,metafox/cache,"When utilizing cache stores with the APC, database, memcached, Redis, or DynamoDB, there might be other applications using the same cache. For that reason, you may prefix every cache key to avoid unexpected conflicts.",
cache::phrase.cache_key_prefix_label,es,metafox/cache,"Cache Key Prefix",
cache::phrase.cache_storages,es,metafox/cache,"Cache Storages",
cache::phrase.cache_store_apc_driver_guide,es,metafox/cache,"Store cache items to PHP APC cache extension.",
cache::phrase.cache_store_array_driver_guide,es,metafox/cache,"Store cache items to PHP array, this cache is affected per browser request.",
cache::phrase.cache_store_database_driver_guide,es,metafox/cache,"Store cache item to database.",
cache::phrase.cache_store_dynamodb_driver_guide,es,metafox/cache,"Store cache items to Amazon DynamoDB database",
cache::phrase.cache_store_file_driver_guide,es,metafox/cache,"Store cache files to local filesystem.",
cache::phrase.cache_store_memcached_driver_guide,es,metafox/cache,"Store cache to Memcache server",
cache::phrase.cache_store_octane_driver_guide,es,metafox/cache,"Store cache item to Octane cache server",
cache::phrase.cache_store_redis_driver_guide,es,metafox/cache,"Store cache item to Redis cache server",
cache::phrase.database_store_desc,es,metafox/cache,"Database Cache Store",
cache::phrase.database_store_label,es,metafox/cache,Database,
cache::phrase.default_cache_desc,es,metafox/cache,"Specify the default cache used when cache connection is not explicitly specified.",
cache::phrase.default_cache_label,es,metafox/cache,"Default Cache Store",
cache::phrase.disable_cache_desc,es,metafox/cache,"Disable cache",
cache::phrase.driver,es,metafox/cache,Driver,
cache::phrase.dynamodb_store_desc,es,metafox/cache,"DynamoDB Cache Store",
cache::phrase.dynamodb_store_label,es,metafox/cache,DynamoDB,
cache::phrase.edit_cache_store,es,metafox/cache,"Edit Cache Store Configuration",
cache::phrase.edit_store,es,metafox/cache,,
cache::phrase.file_path_desc,es,metafox/cache,"Folder to save cache files",
cache::phrase.file_path_label,es,metafox/cache,Directory,
cache::phrase.file_store_desc,es,metafox/cache,"File Cache Store",
cache::phrase.file_store_label,es,metafox/cache,File,
cache::phrase.memcached_store_desc,es,metafox/cache,"Memcached Store",
cache::phrase.memcached_store_label,es,metafox/cache,Memcached,
cache::phrase.redis_store_desc,es,metafox/cache,"Redis Cache Store",
